,date,asset_name,money,mark
0,2010-01-04,中债-国债总财富(总值)指数,3017.993614232566,weight_converted
1,2010-01-04,中债-信用债总财富(总值)指数,6289.431266272195,weight_converted
2,2010-01-04,沪深300指数(全收益),190.0849508907131,weight_converted
3,2010-01-04,上证50(全收益),189.18814191447566,weight_converted
4,2010-01-04,SGE黄金9999,313.30202669005206,weight_converted
5,2010-01-11,中债-国债总财富(总值)指数,1.2021826493447125,weight_converted
6,2010-01-11,中债-信用债总财富(总值)指数,-2.3533433133562385,weight_converted
7,2010-01-11,沪深300指数(全收益),2.941066106904628,weight_converted
8,2010-01-11,上证50(全收益),3.6259660221199943,weight_converted
9,2010-01-11,SGE黄金9999,-5.415871465011154,weight_converted
10,2010-01-18,中债-国债总财富(总值)指数,4.08303217040103,weight_converted
11,2010-01-18,中债-信用债总财富(总值)指数,-2.24554240259184,weight_converted
12,2010-01-18,沪深300指数(全收益),-0.07904751343071181,weight_converted
13,2010-01-18,上证50(全收益),3.0214386803655184,weight_converted
14,2010-01-18,SGE黄金9999,-4.779880934745038,weight_converted
15,2010-01-25,中债-国债总财富(总值)指数,-4.988922404285531,weight_converted
16,2010-01-25,中债-信用债总财富(总值)指数,-15.118919032278018,weight_converted
17,2010-01-25,沪深300指数(全收益),6.412307958878686,weight_converted
18,2010-01-25,上证50(全收益),3.9239280958017697,weight_converted
19,2010-01-25,SGE黄金9999,9.771605381881391,weight_converted
20,2010-02-01,中债-国债总财富(总值)指数,82.14964641546518,weight_converted
21,2010-02-01,中债-信用债总财富(总值)指数,-43.027340142622286,weight_converted
22,2010-02-01,沪深300指数(全收益),-9.617835902044456,weight_converted
23,2010-02-01,上证50(全收益),-8.12530800792203,weight_converted
24,2010-02-01,SGE黄金9999,-21.379162362875928,weight_converted
25,2010-02-08,中债-国债总财富(总值)指数,-10.56607853020682,weight_converted
26,2010-02-08,中债-信用债总财富(总值)指数,-0.771643205510463,weight_converted
27,2010-02-08,沪深300指数(全收益),3.218705268382201,weight_converted
28,2010-02-08,上证50(全收益),2.3107181524089175,weight_converted
29,2010-02-08,SGE黄金9999,5.808298314925886,weight_converted
30,2010-02-22,中债-国债总财富(总值)指数,6.470429244350791,weight_converted
31,2010-02-22,中债-信用债总财富(总值)指数,6.940215832853918,weight_converted
32,2010-02-22,沪深300指数(全收益),-4.7187158953188995,weight_converted
33,2010-02-22,上证50(全收益),-4.366127004694752,weight_converted
34,2010-02-22,SGE黄金9999,-4.325802177193678,weight_converted
35,2010-03-01,中债-国债总财富(总值)指数,606.0727600313154,weight_converted
36,2010-03-01,中债-信用债总财富(总值)指数,-527.2054591514004,weight_converted
37,2010-03-01,沪深300指数(全收益),-23.04211489928661,weight_converted
38,2010-03-01,上证50(全收益),-20.831579654750605,weight_converted
39,2010-03-01,SGE黄金9999,-34.99360632587528,weight_converted
40,2010-03-08,中债-国债总财富(总值)指数,-0.24334365962677448,weight_converted
41,2010-03-08,中债-信用债总财富(总值)指数,3.1455394445163702,weight_converted
42,2010-03-08,沪深300指数(全收益),1.2816017227467682,weight_converted
43,2010-03-08,上证50(全收益),0.654368085229477,weight_converted
44,2010-03-08,SGE黄金9999,-4.838165592867408,weight_converted
45,2010-03-15,中债-国债总财富(总值)指数,5.193380460835742,weight_converted
46,2010-03-15,中债-信用债总财富(总值)指数,-10.640881316496326,weight_converted
47,2010-03-15,沪深300指数(全收益),1.4256447043343954,weight_converted
48,2010-03-15,上证50(全收益),-0.2564360325486681,weight_converted
49,2010-03-15,SGE黄金9999,4.278292183876284,weight_converted
50,2010-03-22,中债-国债总财富(总值)指数,0.34240064862569886,weight_converted
51,2010-03-22,中债-信用债总财富(总值)指数,5.761815155406377,weight_converted
52,2010-03-22,沪深300指数(全收益),-2.4254346160278315,weight_converted
53,2010-03-22,上证50(全收益),-1.9359164191441092,weight_converted
54,2010-03-22,SGE黄金9999,-1.7428647688576948,weight_converted
55,2010-03-29,中债-国债总财富(总值)指数,5.320305879432691,weight_converted
56,2010-03-29,中债-信用债总财富(总值)指数,-11.191668359783252,weight_converted
57,2010-03-29,沪深300指数(全收益),0.7310443080265845,weight_converted
58,2010-03-29,上证50(全收益),1.0381544831619676,weight_converted
59,2010-03-29,SGE黄金9999,4.1021636891586875,weight_converted
60,2010-04-01,中债-国债总财富(总值)指数,3.090378751359532,weight_converted
61,2010-04-01,中债-信用债总财富(总值)指数,-25.242614341198163,weight_converted
62,2010-04-01,沪深300指数(全收益),5.718400941074082,weight_converted
63,2010-04-01,上证50(全收益),3.813596339593128,weight_converted
64,2010-04-01,SGE黄金9999,12.620238309171562,weight_converted
65,2010-04-06,中债-国债总财富(总值)指数,4.525889104233814,weight_converted
66,2010-04-06,中债-信用债总财富(总值)指数,2.1903203661395225,weight_converted
67,2010-04-06,沪深300指数(全收益),-2.736007906323085,weight_converted
68,2010-04-06,上证50(全收益),-1.7189263242222304,weight_converted
69,2010-04-06,SGE黄金9999,-2.2612752398291533,weight_converted
70,2010-04-12,中债-国债总财富(总值)指数,7.273035790196863,weight_converted
71,2010-04-12,中债-信用债总财富(总值)指数,-2.685203516731156,weight_converted
72,2010-04-12,沪深300指数(全收益),1.2307942920735722,weight_converted
73,2010-04-12,上证50(全收益),2.128183246747152,weight_converted
74,2010-04-12,SGE黄金9999,-7.946809812285671,weight_converted
75,2010-04-19,中债-国债总财富(总值)指数,-3.0333861144283274,weight_converted
76,2010-04-19,中债-信用债总财富(总值)指数,-0.2549592164981884,weight_converted
77,2010-04-19,沪深300指数(全收益),1.2380770886633532,weight_converted
78,2010-04-19,上证50(全收益),1.210318739339291,weight_converted
79,2010-04-19,SGE黄金9999,0.8399495029238364,weight_converted
80,2010-04-26,中债-国债总财富(总值)指数,-12.583378013942376,weight_converted
81,2010-04-26,中债-信用债总财富(总值)指数,-8.65329732047118,weight_converted
82,2010-04-26,沪深300指数(全收益),8.182142400497261,weight_converted
83,2010-04-26,上证50(全收益),10.021166541870834,weight_converted
84,2010-04-26,SGE黄金9999,3.0333663920457092,weight_converted
85,2010-05-04,中债-国债总财富(总值)指数,-127.11107448277693,weight_converted
86,2010-05-04,中债-信用债总财富(总值)指数,114.51798587606311,weight_converted
87,2010-05-04,沪深300指数(全收益),7.190405849060042,weight_converted
88,2010-05-04,上证50(全收益),3.309782762021515,weight_converted
89,2010-05-04,SGE黄金9999,2.0928999956332413,weight_converted
90,2010-05-10,中债-国债总财富(总值)指数,-10.796663852160222,weight_converted
91,2010-05-10,中债-信用债总财富(总值)指数,-6.706696171884714,weight_converted
92,2010-05-10,沪深300指数(全收益),12.059757985881133,weight_converted
93,2010-05-10,上证50(全收益),12.420788391319808,weight_converted
94,2010-05-10,SGE黄金9999,-6.977186353155418,weight_converted
95,2010-05-17,中债-国债总财富(总值)指数,3.5001877712780125,weight_converted
96,2010-05-17,中债-信用债总财富(总值)指数,7.9930441372881935,weight_converted
97,2010-05-17,沪深300指数(全收益),-1.265269845818957,weight_converted
98,2010-05-17,上证50(全收益),-2.5573302341066286,weight_converted
99,2010-05-17,SGE黄金9999,-7.670631828639319,weight_converted
100,2010-05-24,中债-国债总财富(总值)指数,-14.170146191199672,weight_converted
101,2010-05-24,中债-信用债总财富(总值)指数,-10.8182043094066,weight_converted
102,2010-05-24,沪深300指数(全收益),5.8828339797523,weight_converted
103,2010-05-24,上证50(全收益),6.389328591949847,weight_converted
104,2010-05-24,SGE黄金9999,12.716187928904269,weight_converted
105,2010-05-31,中债-国债总财富(总值)指数,8.353535439546365,weight_converted
106,2010-05-31,中债-信用债总财富(总值)指数,5.666380486467134,weight_converted
107,2010-05-31,沪深300指数(全收益),-4.571402010850483,weight_converted
108,2010-05-31,上证50(全收益),-2.376505031927026,weight_converted
109,2010-05-31,SGE黄金9999,-7.072008883236758,weight_converted
110,2010-06-01,中债-国债总财富(总值)指数,-137.73706056873493,weight_converted
111,2010-06-01,中债-信用债总财富(总值)指数,134.42039768786395,weight_converted
112,2010-06-01,沪深300指数(全收益),2.2457397771254177,weight_converted
113,2010-06-01,上证50(全收益),2.0044511799416274,weight_converted
114,2010-06-01,SGE黄金9999,-0.933528076196732,weight_converted
115,2010-06-07,中债-国债总财富(总值)指数,0.21529802791127806,weight_converted
116,2010-06-07,中债-信用债总财富(总值)指数,-5.689937728063587,weight_converted
117,2010-06-07,沪深300指数(全收益),1.578808463657343,weight_converted
118,2010-06-07,上证50(全收益),2.4721042228592296,weight_converted
119,2010-06-07,SGE黄金9999,1.4237270136348255,weight_converted
120,2010-06-17,中债-国债总财富(总值)指数,8.273020575929596,weight_converted
121,2010-06-17,中债-信用债总财富(总值)指数,-3.701330581438719,weight_converted
122,2010-06-17,沪深300指数(全收益),-0.9497665659777009,weight_converted
123,2010-06-17,上证50(全收益),0.8643924674075895,weight_converted
124,2010-06-17,SGE黄金9999,-4.486315895920391,weight_converted
125,2010-06-21,中债-国债总财富(总值)指数,8.647042278407806,weight_converted
126,2010-06-21,中债-信用债总财富(总值)指数,-8.151109911800857,weight_converted
127,2010-06-21,沪深300指数(全收益),3.399331179950985,weight_converted
128,2010-06-21,上证50(全收益),0.7861105357201761,weight_converted
129,2010-06-21,SGE黄金9999,-4.681374082279644,weight_converted
130,2010-06-28,中债-国债总财富(总值)指数,-1.4226995491212282,weight_converted
131,2010-06-28,中债-信用债总财富(总值)指数,6.514134777996351,weight_converted
132,2010-06-28,沪深300指数(全收益),-2.287310470980629,weight_converted
133,2010-06-28,上证50(全收益),-3.8558622690123006,weight_converted
134,2010-06-28,SGE黄金9999,1.0517375111170557,weight_converted
135,2010-07-01,中债-国债总财富(总值)指数,-142.26558620193455,weight_converted
136,2010-07-01,中债-信用债总财富(总值)指数,93.5894930002667,weight_converted
137,2010-07-01,沪深300指数(全收益),14.673370342105487,weight_converted
138,2010-07-01,上证50(全收益),14.93659958096968,weight_converted
139,2010-07-01,SGE黄金9999,19.06612327859372,weight_converted
140,2010-07-05,中债-国债总财富(总值)指数,-3.903364415290094,weight_converted
141,2010-07-05,中债-信用债总财富(总值)指数,-6.016809039629637,weight_converted
142,2010-07-05,沪深300指数(全收益),1.465638867984863,weight_converted
143,2010-07-05,上证50(全收益),0.12503144877712002,weight_converted
144,2010-07-05,SGE黄金9999,8.329503138157712,weight_converted
145,2010-07-12,中债-国债总财富(总值)指数,3.2637732823772763,weight_converted
146,2010-07-12,中债-信用债总财富(总值)指数,5.1567976068827415,weight_converted
147,2010-07-12,沪深300指数(全收益),-6.954018607318943,weight_converted
148,2010-07-12,上证50(全收益),-4.974736596632366,weight_converted
149,2010-07-12,SGE黄金9999,3.5081843146902143,weight_converted
150,2010-07-19,中债-国债总财富(总值)指数,-1.4661133017082928,weight_converted
151,2010-07-19,中债-信用债总财富(总值)指数,-3.0734549476054593,weight_converted
152,2010-07-19,沪深300指数(全收益),2.333079906200427,weight_converted
153,2010-07-19,上证50(全收益),3.177737537473963,weight_converted
154,2010-07-19,SGE黄金9999,-0.9712491943596654,weight_converted
155,2010-07-26,中债-国债总财富(总值)指数,11.556939583282203,weight_converted
156,2010-07-26,中债-信用债总财富(总值)指数,5.735503027046364,weight_converted
157,2010-07-26,沪深300指数(全收益),-10.921897317505016,weight_converted
158,2010-07-26,上证50(全收益),-9.283655825609893,weight_converted
159,2010-07-26,SGE黄金9999,2.9131105327843567,weight_converted
160,2010-08-02,中债-国债总财富(总值)指数,-2.7088012793965444,weight_converted
161,2010-08-02,中债-信用债总财富(总值)指数,47.92814977852178,weight_converted
162,2010-08-02,沪深300指数(全收益),-16.0290048589799,weight_converted
163,2010-08-02,上证50(全收益),-13.199198714504202,weight_converted
164,2010-08-02,SGE黄金9999,-15.99114492564247,weight_converted
165,2010-08-09,中债-国债总财富(总值)指数,0.5130068474228662,weight_converted
166,2010-08-09,中债-信用债总财富(总值)指数,6.052161688177965,weight_converted
167,2010-08-09,沪深300指数(全收益),-1.5531387213036767,weight_converted
168,2010-08-09,上证50(全收益),0.7004260506632058,weight_converted
169,2010-08-09,SGE黄金9999,-5.712455864961156,weight_converted
170,2010-08-16,中债-国债总财富(总值)指数,-1.3224539971817748,weight_converted
171,2010-08-16,中债-信用债总财富(总值)指数,-1.374967889208115,weight_converted
172,2010-08-16,沪深300指数(全收益),2.6650999087277203,weight_converted
173,2010-08-16,上证50(全收益),4.29473248191028,weight_converted
174,2010-08-16,SGE黄金9999,-4.262410504246444,weight_converted
175,2010-08-23,中债-国债总财富(总值)指数,5.448333696686997,weight_converted
176,2010-08-23,中债-信用债总财富(总值)指数,1.6925731290098494,weight_converted
177,2010-08-23,沪深300指数(全收益),-1.986626692703227,weight_converted
178,2010-08-23,上证50(全收益),-2.58553717837722,weight_converted
179,2010-08-23,SGE黄金9999,-2.56874295461649,weight_converted
180,2010-08-30,中债-国债总财富(总值)指数,-1.4213636461422177,weight_converted
181,2010-08-30,中债-信用债总财富(总值)指数,-3.504928739327455,weight_converted
182,2010-08-30,沪深300指数(全收益),2.1576382913729093,weight_converted
183,2010-08-30,上证50(全收益),4.009009948656532,weight_converted
184,2010-08-30,SGE黄金9999,-1.2403558545570987,weight_converted
185,2010-09-01,中债-国债总财富(总值)指数,232.49767071261024,weight_converted
186,2010-09-01,中债-信用债总财富(总值)指数,-291.7101793526806,weight_converted
187,2010-09-01,沪深300指数(全收益),18.98891859702027,weight_converted
188,2010-09-01,上证50(全收益),20.795422060715833,weight_converted
189,2010-09-01,SGE黄金9999,19.428167982333996,weight_converted
190,2010-09-06,中债-国债总财富(总值)指数,3.791966244334043,weight_converted
191,2010-09-06,中债-信用债总财富(总值)指数,0.8117945050824243,weight_converted
192,2010-09-06,沪深300指数(全收益),-1.020028703405179,weight_converted
193,2010-09-06,上证50(全收益),-0.4117062574073472,weight_converted
194,2010-09-06,SGE黄金9999,-3.172025788604233,weight_converted
195,2010-09-13,中债-国债总财富(总值)指数,4.4991841986813474,weight_converted
196,2010-09-13,中债-信用债总财富(总值)指数,-5.661332530286132,weight_converted
197,2010-09-13,沪深300指数(全收益),-1.0713964488088341,weight_converted
198,2010-09-13,上证50(全收益),0.9323579555192247,weight_converted
199,2010-09-13,SGE黄金9999,1.3011868248957772,weight_converted
200,2010-09-20,中债-国债总财富(总值)指数,1.2680010919268683,weight_converted
201,2010-09-20,中债-信用债总财富(总值)指数,-3.7152252602610503,weight_converted
202,2010-09-20,沪深300指数(全收益),3.893424959215387,weight_converted
203,2010-09-20,上证50(全收益),4.92894672345383,weight_converted
204,2010-09-20,SGE黄金9999,-6.375147514334963,weight_converted
205,2010-09-27,中债-国债总财富(总值)指数,-1.5592396884685513,weight_converted
206,2010-09-27,中债-信用债总财富(总值)指数,0.9295499114816531,weight_converted
207,2010-09-27,沪深300指数(全收益),0.18499169665872384,weight_converted
208,2010-09-27,上证50(全收益),-0.7188465268743692,weight_converted
209,2010-09-27,SGE黄金9999,1.1635446072015991,weight_converted
210,2010-10-08,中债-国债总财富(总值)指数,-64.40453577856013,weight_converted
211,2010-10-08,中债-信用债总财富(总值)指数,49.97799647105013,weight_converted
212,2010-10-08,沪深300指数(全收益),10.558943717952445,weight_converted
213,2010-10-08,上证50(全收益),11.402331483358454,weight_converted
214,2010-10-08,SGE黄金9999,-7.534735893804174,weight_converted
215,2010-10-11,中债-国债总财富(总值)指数,6.551183866219301,weight_converted
216,2010-10-11,中债-信用债总财富(总值)指数,10.06195674900495,weight_converted
217,2010-10-11,沪深300指数(全收益),-6.312549869359529,weight_converted
218,2010-10-11,上证50(全收益),-6.949354766384075,weight_converted
219,2010-10-11,SGE黄金9999,-3.351235979478751,weight_converted
220,2010-10-18,中债-国债总财富(总值)指数,27.35744268306392,weight_converted
221,2010-10-18,中债-信用债总财富(总值)指数,24.732009528791092,weight_converted
222,2010-10-18,沪深300指数(全收益),-17.581753284719785,weight_converted
223,2010-10-18,上证50(全收益),-25.68313993823096,weight_converted
224,2010-10-18,SGE黄金9999,-8.824558988903245,weight_converted
225,2010-10-25,中债-国债总财富(总值)指数,12.183714585912185,weight_converted
226,2010-10-25,中债-信用债总财富(总值)指数,-16.65919188731764,weight_converted
227,2010-10-25,沪深300指数(全收益),-4.645545994796309,weight_converted
228,2010-10-25,上证50(全收益),0.3754063411752919,weight_converted
229,2010-10-25,SGE黄金9999,8.745616955025604,weight_converted
230,2010-11-01,中债-国债总财富(总值)指数,-409.76057239564955,weight_converted
231,2010-11-01,中债-信用债总财富(总值)指数,267.9226641456357,weight_converted
232,2010-11-01,沪深300指数(全收益),40.326004986403994,weight_converted
233,2010-11-01,上证50(全收益),40.124157126071715,weight_converted
234,2010-11-01,SGE黄金9999,61.387746137537405,weight_converted
235,2010-11-08,中债-国债总财富(总值)指数,23.015101477379996,weight_converted
236,2010-11-08,中债-信用债总财富(总值)指数,5.89036581586407,weight_converted
237,2010-11-08,沪深300指数(全收益),-9.205903325193775,weight_converted
238,2010-11-08,上证50(全收益),-9.161940936764985,weight_converted
239,2010-11-08,SGE黄金9999,-10.53762303128509,weight_converted
240,2010-11-15,中债-国债总财富(总值)指数,-2.79430911650878,weight_converted
241,2010-11-15,中债-信用债总财富(总值)指数,-18.238469885169906,weight_converted
242,2010-11-15,沪深300指数(全收益),13.094224906157201,weight_converted
243,2010-11-15,上证50(全收益),13.045496194730994,weight_converted
244,2010-11-15,SGE黄金9999,-5.106942099211121,weight_converted
245,2010-11-22,中债-国债总财富(总值)指数,-21.303126308144435,weight_converted
246,2010-11-22,中债-信用债总财富(总值)指数,-2.854650042288622,weight_converted
247,2010-11-22,沪深300指数(全收益),7.532115138682987,weight_converted
248,2010-11-22,上证50(全收益),9.300666310596169,weight_converted
249,2010-11-22,SGE黄金9999,7.324994901154831,weight_converted
250,2010-11-29,中债-国债总财富(总值)指数,8.350902606072456,weight_converted
251,2010-11-29,中债-信用债总财富(总值)指数,-1.5468109642856522,weight_converted
252,2010-11-29,沪深300指数(全收益),-2.5450695921341273,weight_converted
253,2010-11-29,上证50(全收益),0.9068981358429219,weight_converted
254,2010-11-29,SGE黄金9999,-5.165920185492366,weight_converted
255,2010-12-01,中债-国债总财富(总值)指数,17.58856309070438,weight_converted
256,2010-12-01,中债-信用债总财富(总值)指数,-129.35835765158564,weight_converted
257,2010-12-01,沪深300指数(全收益),26.79401526947443,weight_converted
258,2010-12-01,上证50(全收益),30.877073619525646,weight_converted
259,2010-12-01,SGE黄金9999,54.098705671879436,weight_converted
260,2010-12-06,中债-国债总财富(总值)指数,-7.6933386258136265,weight_converted
261,2010-12-06,中债-信用债总财富(总值)指数,14.856742635281408,weight_converted
262,2010-12-06,沪深300指数(全收益),-0.9543536225535986,weight_converted
263,2010-12-06,上证50(全收益),-2.7858958889979606,weight_converted
264,2010-12-06,SGE黄金9999,-3.4231544979173267,weight_converted
265,2010-12-13,中债-国债总财富(总值)指数,0.48664746149787563,weight_converted
266,2010-12-13,中债-信用债总财富(总值)指数,0.4618697846086996,weight_converted
267,2010-12-13,沪深300指数(全收益),0.15188047741263608,weight_converted
268,2010-12-13,上证50(全收益),-1.2831534990735216,weight_converted
269,2010-12-13,SGE黄金9999,0.18275577555495257,weight_converted
270,2010-12-20,中债-国债总财富(总值)指数,-5.598014392463314,weight_converted
271,2010-12-20,中债-信用债总财富(总值)指数,6.151601310655036,weight_converted
272,2010-12-20,沪深300指数(全收益),-4.4473600845518755,weight_converted
273,2010-12-20,上证50(全收益),-0.7141312995945324,weight_converted
274,2010-12-20,SGE黄金9999,4.6079044659550075,weight_converted
275,2010-12-27,中债-国债总财富(总值)指数,0.40451078207840296,weight_converted
276,2010-12-27,中债-信用债总财富(总值)指数,-5.745097803535163,weight_converted
277,2010-12-27,沪深300指数(全收益),5.0273563901039635,weight_converted
278,2010-12-27,上证50(全收益),2.4263179224473737,weight_converted
279,2010-12-27,SGE黄金9999,-2.113087291095865,weight_converted
